"GRID_ID","s_j_erhjahr","bfs_akt","raumplanreg_code","bezirk_code","typ","c_zone","n_qmareal","n_zimmer","n_qmwhg","gbauj","neubau","lage","lage_class","seedist","distparade","id_ha_geb","n_preis","id_grid"
"AJ-27",2009,231,109,110,"EFH",1,1280,5,150,1923,0,1,"sehr günstig",5000,20.6,30567,1685058.67327808,399
"N-19",2013,59,111,103,"MFH",3,560,NA,200,1821,0,2,"günstig",5000,17.2,11468,778876.249526162,1589
"AG-48",2008,158,107,107,"STW",3,0,4,NA,1981,0,4,"gehoben",257,21.6,25809,462115.760458051,58
"M-15",2012,58,111,103,"STW",3,0,4,NA,2012,1,2,"günstig",5000,21,73538,817223.862623679,1698
"H-43",2014,2,105,101,"EFH",1,390,5,170,1920,0,2,"günstig",5000,11.4,61695,2114082.22963882,837
"AD-52",2010,138,106,106,"STW",1,0,4,NA,2010,1,4,"gehoben",358,22.6,42357,1134803.47703246,21
"AP-33",2017,297,108,108,"EFH",1,360,5,NA,1991,0,1,"sehr günstig",5000,24.4,48376,26664.6805959754,1154
"AB-20",2013,230,109,110,"STW",1,0,0,NA,2013,1,2,"günstig",5000,19.6,81828,2613141.44993632,1564
"AE-22",2010,230,109,110,"EFH",1,660,5,120,1925,0,3,"mittel",5000,19.4,59537,2232356.11373011,1495
"I-18",2011,100,111,104,"Land",1,710,NA,NA,NA,NA,2,"günstig",5000,18.8,5663,430.48343439796,1619
"AA-28",2014,176,109,108,"EFH",1,440,5,160,2015,1,3,"mittel",5000,12.4,13208,900366.483896971,1290
"M-33",2012,261,101,112,"MFH",3,270,NA,NA,1934,0,4,"gehoben",3342,3,73456,2252470.67085828,1128
"W-26",2015,52,102,103,"STW",1,0,0,NA,1998,0,4,"gehoben",5000,11.2,31724,2822465.64729698,1353
"N-36",2015,261,101,112,"STW",3,0,0,NA,2015,1,4,"gehoben",1561,2.2,20151,71632.2161575081,1050
"AI-34",2008,177,108,108,"STW",11,0,4,NA,2008,1,3,"mittel",5000,17.8,66783,1609791.57682462,1110
"AL-38",2016,121,108,105,"EFH",11,440,5,140,1975,0,3,"mittel",5000,20.8,13776,344640.388455708,213
"AJ-47",2008,153,107,107,"MFH",1,710,NA,NA,1966,0,3,"mittel",1450,22.8,30510,231032.872870914,755
"W-44",2009,156,107,107,"STW",1,0,3,NA,2009,1,5,"hoch",283,12.2,39597,2366009.75053117,123
"AJ-35",2016,177,108,108,"STW",11,0,4,NA,1994,0,2,"günstig",5000,18.8,78167,534702.597137191,279
"Y-5",2012,22,110,102,"EFH",1,940,3,NA,1978,0,1,"sehr günstig",5000,32.6,82463,409927.215514821,1846
"Q-29",2012,261,101,112,"MFH",11,990,NA,NA,1954,0,4,"gehoben",5000,5.8,78274,695097.203534096,360
"AC-37",2015,198,108,109,"STW",3,0,0,NA,2015,1,3,"mittel",5000,12.6,59219,2324343.3382595,1031
"AB-52",2013,138,106,106,"STW",1,0,4,NA,1975,0,4,"gehoben",1788,21.6,10105,2464906.54318267,679
"W-38",2012,160,107,107,"STW",1,0,6,NA,1999,0,6,"sehr hoch",3882,7.6,32794,2661806.11005309,1003
"AA-19",2013,230,109,110,"STW",11,0,5,NA,1990,0,3,"mittel",5000,19.4,81519,2202748.84620146,1599
"AB-45",2015,159,107,107,"STW",1,0,3,NA,1974,0,5,"hoch",1448,15.6,13169,2589263.57831666,790
"O-31",2016,261,101,112,"STW",11,0,0,NA,2015,1,4,"gehoben",4120,3.8,57272,1071430.38116221,1205
"AM-38",2009,121,108,105,"EFH",3,600,6,80,1805,0,3,"mittel",5000,21.8,35802,1544643.76630052,1011
"E-29",2007,246,104,111,"STW",1,0,0,NA,1994,0,4,"gehoben",5000,11.6,27683,275126.418711268,1256
"AF-22",2012,230,109,110,"EFH",1,540,6,260,1949,0,3,"mittel",5000,20.4,27137,188455.445801723,1496
"Z-49",2016,142,106,106,"STW",1,0,5,NA,1977,0,4,"gehoben",532,17.8,47032,1416828.76530662,47
"AP-44",2011,113,108,105,"STW",1,0,0,NA,2011,1,2,"günstig",5000,26.2,81357,240590.64393444,829
"AI-23",2012,230,109,110,"Land",1,2660,NA,NA,NA,NA,3,"mittel",5000,21.6,4527,1065.85512231651,1463
"AE-9",2008,37,110,102,"EFH",1,1080,5,NA,1984,0,2,"günstig",5000,30.6,56719,374353.303438867,1810
"AK-45",2007,112,108,105,"STW",1,0,0,NA,NA,NA,2,"günstig",2752,22.8,60495,1779429.00368851,794
"AU-44",2014,120,108,105,"Land",3,5290,NA,NA,1820,0,1,"sehr günstig",5000,30.8,6231,1411.34771661961,834
"K-38",2015,14,105,101,"EFH",1,310,6,190,2016,1,4,"gehoben",4515,6,48386,1860703.52143887,996
"T-36",2016,261,101,112,"STW",1,0,3,NA,1977,0,5,"hoch",2322,4,19838,650593.88585994,1053
"D-29",2010,246,104,111,"STW",3,0,4,NA,1990,0,3,"mittel",5000,12.8,23858,463164.247682318,353
"W-28",2012,54,102,103,"STW",3,0,0,NA,2014,1,3,"mittel",5000,9.6,36121,1693261.90522162,383
"J-47",2011,9,105,101,"STW",1,0,3,NA,2011,1,3,"mittel",5000,14.2,50336,1612691.74736668,740
"AJ-35",2010,177,108,108,"EFH",3,580,4,150,1848,0,3,"mittel",5000,18.8,18902,1229861.55787343,279
"AL-38",2014,121,108,105,"STW",3,0,3,NA,2010,0,3,"mittel",5000,20.8,66694,1528616.42952962,213
"O-20",2015,53,111,103,"STW",2,0,4,NA,2014,1,3,"mittel",5000,15.4,7895,957584.739779471,1553
"T-32",2012,261,101,112,"EFH",1,340,4,50,1946,0,4,"gehoben",4835,5,19057,89524.8447915073,316
"G-15",2016,102,111,104,"STW",3,0,0,NA,2017,1,2,"günstig",5000,22.4,34326,2020183.2698778,1695
"W-43",2017,156,107,107,"EFH",11,580,4,120,1961,0,5,"hoch",1029,11.4,29167,2388801.00152828,847
"AD-19",2013,230,109,110,"Land",1,1390,NA,NA,1966,0,2,"günstig",5000,21.6,5969,2901.45387636079,1602
"AD-39",2008,198,108,109,"MFH",3,6740,NA,NA,1890,0,2,"günstig",5000,13.8,73974,230144.904465415,194
"AA-50",2015,142,106,106,"EFH",1,450,6,160,1969,0,4,"gehoben",1059,19.8,54737,2413113.72015462,698
"O-40",2015,131,106,106,"MFH",3,2430,NA,NA,2014,1,3,"mittel",1977,6,78415,2015440.01022703,935
"H-22",2015,101,111,104,"EFH",1,370,5,220,2016,1,3,"mittel",5000,15.6,65631,2496908.3308418,1477
"AA-49",2014,142,106,106,"MFH",11,2640,NA,NA,NA,NA,4,"gehoben",342,18.8,8507,1052748.68387298,48
"M-29",2010,261,101,112,"STW",3,0,0,NA,2010,1,4,"gehoben",5000,6.4,62329,2746071.29943185,1260
"L-35",2013,261,101,112,"STW",1,0,3,NA,1986,0,4,"gehoben",3522,3.6,60642,2415915.80176039,1069
"AU-43",2013,120,108,105,"EFH",3,1070,6,200,2011,1,1,"sehr günstig",5000,30.4,14071,793995.478138444,867
"L-46",2009,1,105,101,"STW",3,0,5,NA,2009,1,4,"gehoben",5000,12.4,30629,498652.480256511,762
"Q-29",2016,261,101,112,"EFH",1,350,4,90,1943,0,3,"mittel",5000,5.8,34594,2156063.06663027,360
"AN-41",2016,117,108,105,"STW",3,0,0,NA,2016,1,2,"günstig",5000,23.4,78695,1368066.15313515,921
"Q-9",2011,67,111,103,"MFH",1,1460,NA,NA,1875,0,2,"günstig",5000,27.2,41373,1065559.71994903,596
"U-37",2010,161,107,107,"EFH",3,850,NA,NA,1931,0,4,"gehoben",2539,5.6,49767,1812105.65186129,1029
"Q-22",2009,72,111,103,"Land",11,80,NA,NA,NA,NA,3,"mittel",5000,13.4,2243,2312.39233556832,1483
"AH-44",2012,116,108,105,"EFH",3,710,5,150,1900,0,2,"günstig",4968,19.4,58029,2251754.70116828,822
"AI-23",2012,230,109,110,"STW",1,0,0,NA,2012,1,3,"mittel",5000,21.6,51801,2412894.03426379,1463
"O-32",2014,261,101,112,"STW",3,0,0,NA,2010,0,4,"gehoben",3101,2.6,25630,1963148.2677306,1168
"S-39",2013,154,107,107,"MFH",1,690,NA,NA,1937,0,6,"sehr hoch",234,5.8,81133,886438.088200055,190
"S-37",2012,161,107,107,"STW",11,0,4,NA,2012,1,6,"sehr hoch",783,4,79319,1792340.04294814,223
"AG-20",2012,230,109,110,"EFH",1,190,4,100,1951,0,3,"mittel",5000,22.2,61996,1123942.97583657,1569
"AJ-17",2014,225,109,110,"STW",11,0,5,NA,2011,0,2,"günstig",5000,26.8,20074,753781.935560983,1668
"W-38",2007,160,107,107,"MFH",1,1260,NA,NA,1964,0,4,"gehoben",3882,7.6,22321,2634120.5659227,1003
"AB-23",2014,230,109,110,"EFH",1,1730,4,190,2015,1,3,"mittel",5000,17,79377,1704129.80151584,1456
"J-38",2012,14,105,101,"STW",3,0,0,NA,1995,0,2,"günstig",5000,6.4,71421,183745.975653525,200
"AC-26",2007,176,109,108,"Land",1,530,NA,NA,NA,NA,1,"sehr günstig",5000,15.2,319,2579.38583044801,412
"H-33",2011,247,104,111,"STW",1,0,0,NA,2010,1,3,"mittel",5000,7.6,19290,818350.671265274,1125
"U-31",2016,191,102,109,"STW",3,0,0,NA,2016,1,3,"mittel",5000,6,26102,2296331.69815771,328
"P-29",2008,261,101,112,"STW",1,0,0,NA,1955,0,4,"gehoben",5000,6.4,61272,1078543.11370559,359
"M-20",2016,60,111,103,"STW",1,0,4,NA,2016,1,1,"sehr günstig",5000,15.6,10955,2209705.79910232,1551
"E-32",2014,243,104,111,"EFH",1,340,5,120,2007,0,3,"mittel",5000,10.4,49326,1655413.58871525,1160
"AB-46",2013,155,107,107,"STW",3,0,4,NA,1986,0,4,"gehoben",493,16.4,24701,810072.847928037,90
"W-43",2017,156,107,107,"EFH",11,430,6,300,1977,0,5,"hoch",1029,11.4,75797,597356.339688064,847
"AL-37",2008,177,108,108,"EFH",3,350,4,60,1900,0,2,"günstig",5000,20.6,36298,969087.332313065,1035
"AT-42",2012,120,108,105,"STW",3,0,0,NA,1875,0,1,"sehr günstig",5000,29,42996,1310557.50712624,896
"AH-41",2007,115,108,105,"STW",1,0,6,NA,1973,0,1,"sehr günstig",5000,18,80082,1608188.75473319,915
"AK-39",2016,121,108,105,"STW",11,0,0,NA,2008,0,3,"mittel",5000,20.2,43552,1824593.95254892,979
"D-31",2015,243,104,111,"MFH",11,600,NA,NA,1956,0,2,"günstig",5000,11.8,58147,2477507.54142564,1196
"J-50",2017,7,105,101,"EFH",1,310,NA,NA,NA,NA,2,"günstig",5000,17.2,8670,1223275.71473783,688
"O-48",2011,4,105,101,"EFH",3,1070,4,NA,2003,0,2,"günstig",5000,14.6,38975,1351429.84269187,723
"AA-35",2016,194,102,109,"EFH",3,870,5,120,1960,0,3,"mittel",5000,10.4,46543,1162417.79524076,275
"AP-38",2007,111,108,105,"Land",1,920,NA,NA,NA,NA,2,"günstig",5000,24.6,3,2794.40079796466,1014
"I-42",2011,5,105,101,"Land",1,860,NA,NA,NA,NA,3,"mittel",5000,10.4,4033,2243.70671460999,869
"K-39",2008,3,105,101,"EFH",1,240,5,120,1980,0,3,"mittel",4833,6.8,29711,1754465.95848037,965
"AH-42",2009,115,108,105,"MFH",1,410,NA,NA,1984,0,3,"mittel",5000,18.4,42328,1549925.9881766,884
"N-14",2017,55,111,103,"STW",3,0,0,NA,2017,1,2,"günstig",5000,22.6,62071,1565358.33275295,1718
"M-33",2011,261,101,112,"MFH",3,400,NA,NA,1930,0,4,"gehoben",3342,3,25092,1349348.833806,1128
"V-29",2012,54,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,8.4,34271,794522.38291048,362
"M-21",2010,89,111,104,"EFH",1,640,5,300,1983,0,2,"günstig",5000,14.6,7936,2776237.19613871,460
"AI-20",2010,230,109,110,"STW",1,0,2,NA,1974,0,3,"mittel",5000,23.6,28644,1284046.87993322,1571
"W-29",2014,200,102,109,"EFH",1,310,5,180,1998,0,3,"mittel",5000,8.8,39667,1985487.41206853,363
"AK-35",2010,177,108,108,"EFH",3,210,5,140,1809,0,2,"günstig",5000,19.6,81165,2253091.19636007,1083
"AB-42",2017,192,107,109,"STW",3,0,0,NA,2017,1,3,"mittel",4363,13.6,29589,1300872.47667951,880
"O-47",2017,4,105,101,"EFH",3,170,5,NA,1991,0,2,"günstig",5000,13.6,47148,928583.87101267,745
"AD-37",2017,198,108,109,"STW",3,0,4,NA,1987,0,2,"günstig",5000,13.4,53663,28401.1033202987,1032
"AH-23",2014,230,109,110,"STW",1,0,4,NA,1983,0,3,"mittel",5000,21.2,19268,1187575.36875852,1462
"C-20",2009,91,111,104,"EFH",1,530,6,120,1963,0,3,"mittel",5000,19.6,28755,2257649.71124381,468
"AA-32",2008,199,102,109,"STW",3,0,0,NA,2008,1,2,"günstig",5000,10.6,70332,1148661.76839836,1178
"AO-45",2010,118,108,105,"STW",2,0,0,NA,1998,0,2,"günstig",3774,26,59123,2514535.10048776,798
"Q-20",2015,51,111,103,"Land",1,1460,NA,NA,NA,NA,3,"mittel",5000,15.4,6809,1328.09349144704,1555
"AJ-35",2014,177,108,108,"STW",1,0,0,NA,2004,0,2,"günstig",5000,18.8,34989,2522285.25293502,279
"S-18",2011,68,111,103,"EFH",3,170,4,NA,1988,0,2,"günstig",5000,17.8,49387,738963.687939802,1628
"AG-32",2012,172,108,108,"STW",1,0,0,NA,2012,1,2,"günstig",5000,16.2,20013,2567518.88353552,1181
"K-37",2017,14,105,101,"EFH",1,660,6,NA,1979,0,3,"mittel",4318,5.4,65282,700880.356200039,1026
"AB-50",2008,142,106,106,"EFH",1,720,6,220,2008,1,4,"gehoben",232,19.8,48269,654523.751039524,41
"AE-47",2015,158,107,107,"MFH",3,1130,NA,NA,1971,0,4,"gehoben",744,19.6,53891,237295.146059361,750
"H-24",2011,86,111,104,"STW",1,0,0,NA,2011,1,3,"mittel",5000,13.8,64434,14256.1483597383,1403
"AK-38",2010,121,108,105,"STW",3,0,0,NA,2010,1,3,"mittel",5000,20,79284,1359826.56236552,1010
"F-46",2007,10,105,101,"EFH",1,200,5,90,1985,0,3,"mittel",5000,15,56688,2483514.40262538,756
"P-31",2009,261,101,112,"STW",11,0,0,NA,2009,1,5,"hoch",4503,4.2,43738,1465117.46893206,1206
"O-30",2007,261,101,112,"Land",11,180,NA,NA,NA,NA,4,"gehoben",5000,4.8,35,2054.32168854075,1235
"S-44",2008,137,106,106,"EFH",1,480,NA,160,2007,1,4,"gehoben",506,10.8,12829,1844318.59126245,120
"J-48",2015,9,105,101,"STW",3,0,4,NA,2015,1,2,"günstig",5000,15.2,70099,824568.191153929,718
"AT-44",2015,120,108,105,"STW",3,0,3,NA,2015,1,1,"sehr günstig",5000,29.6,18858,1209205.97901056,833
"I-30",2014,245,104,111,"STW",1,0,4,NA,1996,0,4,"gehoben",5000,8,71641,1805984.0482627,1232
"L-40",2009,13,105,101,"STW",1,0,0,NA,2009,1,3,"mittel",4202,6.6,36074,2566540.60470022,934
"AG-22",2011,230,109,110,"STW",11,0,3,NA,1994,0,2,"günstig",5000,20.8,58867,269866.903118324,1497
"W-2",2017,29,110,102,"EFH",6,2380,2,30,1934,0,NA,NA,5000,35.4,49926,585125.371521804,659
"V-23",2013,65,111,103,"EFH",1,550,7,140,1982,0,3,"mittel",5000,14,37118,585147.074937704,1451
"O-20",2014,53,111,103,"STW",2,0,3,NA,2014,1,3,"mittel",5000,15.4,33639,2618507.68918043,1553
"U-29",2008,69,102,103,"STW",11,0,0,NA,1994,0,3,"mittel",5000,7.4,61373,160483.097004821,1264
"N-39",2015,261,101,112,"STW",1,0,0,NA,2015,1,4,"gehoben",2065,4.8,55472,1930441.86107873,967
"Q-29",2012,66,102,103,"STW",3,0,0,NA,2012,1,3,"mittel",5000,5.8,55277,2769610.8814436,360
"AB-23",2011,230,109,110,"STW",1,0,0,NA,2011,1,3,"mittel",5000,17,20893,322643.717693398,1456
"P-29",2009,261,101,112,"STW",11,0,0,NA,2009,1,4,"gehoben",5000,6.4,80812,1247462.96461578,359
"X-34",2008,193,102,109,"STW",11,0,4,NA,2008,1,3,"mittel",5000,7.6,68562,71870.9907463053,1103
"T-18",2009,57,111,103,"EFH",1,700,6,130,1983,0,2,"günstig",5000,18.6,44440,507164.510108298,1629
"AF-22",2014,230,109,110,"MFH",11,610,NA,310,1875,0,2,"günstig",5000,20.4,58846,2300775.3994083,1496
"Q-41",2016,139,106,106,"MFH",3,440,NA,NA,1700,0,5,"hoch",585,7.2,32141,129587.541051093,162
"Y-5",2007,22,110,102,"EFH",1,740,6,280,1996,0,1,"sehr günstig",5000,32.6,70109,1414399.98357173,1846
"AI-32",2010,178,108,108,"EFH",3,180,5,150,1997,0,3,"mittel",5000,18,17768,1364314.9142547,1183
"AA-11",2017,30,110,102,"EFH",3,520,8,130,1839,0,1,"sehr günstig",5000,27.2,67323,480637.999062543,1777
"X-34",2008,193,102,109,"STW",3,0,0,NA,2008,1,2,"günstig",5000,7.6,50864,107199.375640601,1103
"S-28",2007,66,102,103,"EFH",1,380,5,120,2005,1,4,"gehoben",5000,7.4,20749,1271250.50415599,1285
"I-42",2008,5,105,101,"STW",1,0,3,NA,2008,1,2,"günstig",5000,10.4,43470,258677.422358538,869
"J-35",2008,248,104,111,"STW",1,0,5,NA,2008,1,5,"hoch",5000,5.4,38614,507101.347629912,267
"E-32",2014,243,104,111,"STW",1,0,4,NA,2007,0,3,"mittel",5000,10.4,82611,570647.315185051,1160
"X-2",2008,27,110,102,"Land",1,550,NA,NA,NA,NA,1,"sehr günstig",5000,36.2,1156,1924.0150589993,1855
"AI-25",2016,231,109,110,"EFH",1,230,5,140,1999,0,2,"günstig",5000,20.4,17864,301599.035420106,430
"L-31",2013,261,101,112,"STW",1,0,2,NA,1971,0,5,"hoch",5000,5.6,13299,667498.587600887,1202
"L-21",2012,60,111,103,"EFH",1,280,4,140,2013,1,1,"sehr günstig",5000,15.4,48439,2597674.27946813,459
"AC-46",2010,155,107,107,"STW",1,0,4,NA,2010,1,4,"gehoben",591,17.4,32753,914794.597305474,91
"T-24",2014,63,111,103,"STW",1,0,4,NA,2014,1,3,"mittel",5000,12.2,32088,406231.238390552,1413
"N-14",2010,55,111,103,"Land",3,170,NA,NA,NA,NA,2,"günstig",5000,22.6,3939,1250.81624608103,1718
"S-39",2009,154,107,107,"STW",3,0,4,NA,2009,1,4,"gehoben",234,5.8,36936,1325987.90463165,190
"T-30",2014,69,102,103,"STW",11,0,3,NA,1960,0,3,"mittel",5000,6.4,53817,1173678.65905713,1238
"W-27",2007,52,102,103,"STW",1,0,3,NA,2001,0,3,"mittel",5000,10.4,72565,2833441.53130206,1321
"J-37",2016,14,105,101,"STW",1,0,0,NA,2016,1,3,"mittel",5000,6,16475,2340125.19324315,218
"N-42",2012,131,106,106,"STW",1,0,0,NA,2012,1,4,"gehoben",3408,7.8,73297,2708821.43487234,147
"I-30",2009,249,104,111,"STW",11,0,3,NA,2009,1,3,"mittel",5000,8,71377,2418528.41059689,1232
"S-28",2009,66,102,103,"STW",11,0,3,NA,1971,0,3,"mittel",5000,7.4,37673,2822066.62974774,1285
"Q-39",2014,135,106,106,"EFH",1,760,8,260,1934,0,6,"sehr hoch",245,5,79570,857610.464050667,189
"AA-20",2007,230,109,110,"STW",11,0,5,NA,1995,0,2,"günstig",5000,18.6,30307,494423.786479165,1563
"AB-33",2010,199,102,109,"STW",1,0,0,NA,2010,1,2,"günstig",5000,11.4,65765,21277.7694365941,1142
"Z-52",2010,140,106,106,"EFH",3,450,4,80,1946,0,3,"mittel",2910,20.6,22557,1949442.40170962,677
"Z-18",2014,223,109,110,"EFH",1,560,NA,NA,NA,NA,3,"mittel",5000,20.4,32825,1321278.89541129,1631
"W-1",2017,27,110,102,"EFH",1,530,6,150,2003,0,2,"günstig",5000,36.4,34866,1418991.25436228,663
"S-24",2012,62,102,103,"STW",1,0,4,NA,NA,NA,4,"gehoben",5000,11.6,66053,216977.548820782,1412
"AC-52",2012,138,106,106,"STW",1,0,4,NA,2012,1,4,"gehoben",1382,22.6,41469,2588471.43401566,20
"J-50",2008,7,105,101,"EFH",11,330,5,180,2008,1,3,"mittel",5000,17.2,80245,175578.768014209,688
"P-20",2010,53,111,103,"STW",11,0,4,NA,2004,0,3,"mittel",5000,16,35742,1082856.50995735,1554
"AL-38",2012,121,108,105,"STW",1,0,4,NA,NA,NA,3,"mittel",5000,20.8,64780,291217.796516954,213
"L-40",2014,13,105,101,"STW",1,0,0,NA,2014,1,3,"mittel",4202,6.6,46206,2505317.55562744,934
"P-38",2012,261,101,112,"STW",1,0,0,NA,1911,0,6,"sehr hoch",216,3.4,41023,752024.967327365,202
"R-34",2008,261,101,112,"STW",1,0,0,NA,2008,1,5,"hoch",2020,2.2,37329,2541001.75027619,1099
"AE-9",2015,37,110,102,"STW",11,0,4,NA,2015,1,2,"günstig",5000,30.6,24531,404001.873593894,1810
"AM-40",2007,117,108,105,"MFH",6,1840,NA,100,1965,0,NA,NA,5000,22.4,28513,1700567.38312193,952
"X-34",2015,193,102,109,"STW",3,0,3,NA,2008,0,2,"günstig",5000,7.6,78191,1437179.16035454,1103
"AA-48",2009,142,106,106,"STW",3,0,0,NA,2009,1,3,"mittel",447,18,17104,980694.569433923,55
"AN-27",2016,228,109,110,"STW",11,0,5,NA,1995,0,1,"sehr günstig",5000,24,45405,2423541.66780901,403
"I-24",2011,86,111,104,"STW",1,0,3,NA,1974,0,1,"sehr günstig",5000,12.8,61807,464618.889853591,1404
"G-46",2016,10,105,101,"STW",1,0,4,NA,2016,1,2,"günstig",5000,15,58689,2526324.99493123,757
"AF-22",2015,230,109,110,"EFH",11,300,NA,NA,1958,0,3,"mittel",5000,20.4,53431,683721.561701735,1496
"AH-44",2010,116,108,105,"STW",1,0,0,NA,2010,1,3,"mittel",4968,19.4,26440,1020066.01011625,822
"J-48",2015,9,105,101,"EFH",1,720,6,250,1946,0,2,"günstig",5000,15.2,61304,218500.544495648,718
"T-22",2008,63,111,103,"STW",1,0,3,NA,2000,0,4,"gehoben",5000,14.4,23958,777315.43262687,1486
"AH-40",2007,115,108,105,"Land",1,1290,NA,NA,NA,NA,3,"mittel",5000,17.8,5230,1290.95875618642,947
"G-46",2015,10,105,101,"STW",3,0,4,NA,2015,1,2,"günstig",5000,15,42049,2922223.1451706,757
"W-27",2012,52,102,103,"STW",11,0,4,NA,1962,0,3,"mittel",5000,10.4,73174,2560972.88551659,1321
"AR-44",2007,113,108,105,"EFH",1,900,5,150,1982,0,2,"günstig",5000,28,9291,2780621.29034067,831
"L-45",2016,1,105,101,"EFH",3,280,4,NA,1900,0,3,"mittel",5000,11.4,72132,1594809.54478076,102
"Q-43",2017,141,106,106,"STW",11,0,5,NA,1973,0,4,"gehoben",1677,9.4,64225,545199.579909677,844
"AE-22",2014,230,109,110,"MFH",1,1540,NA,NA,1906,0,2,"günstig",5000,19.4,18461,1528246.14105397,1495
"R-28",2008,66,102,103,"EFH",11,350,5,130,1935,0,2,"günstig",5000,7.6,69536,1877734.79815503,1284
"AF-37",2015,198,108,109,"STW",1,0,4,NA,1973,0,3,"mittel",5000,15.2,15452,2553047.91291675,1034
"L-25",2008,90,111,104,"STW",3,0,0,NA,2008,1,2,"günstig",5000,11.2,58259,2032304.64546627,1378
"W-29",2012,200,102,109,"STW",11,0,4,NA,1988,0,3,"mittel",5000,8.8,55412,174997.156694531,363
"AA-49",2008,142,106,106,"EFH",1,700,4,170,1947,0,4,"gehoben",342,18.8,29538,1489054.07812283,48
"AA-32",2009,199,102,109,"EFH",1,510,5,110,1973,0,2,"günstig",5000,10.6,29996,71390.8310410334,1178
"AA-28",2017,296,109,108,"EFH",11,560,5,90,1928,0,2,"günstig",5000,12.4,48891,683462.930900278,1290
"P-32",2017,261,101,112,"STW",11,0,0,NA,2017,1,4,"gehoben",3433,3,59810,1631711.60087408,1169
"AD-31",2016,296,109,108,"STW",3,0,0,NA,2002,0,2,"günstig",5000,13.8,44115,1353617.14083934,1215
"U-35",2015,261,101,112,"Land",1,20,NA,NA,NA,NA,5,"hoch",3389,4.8,6693,502.985108373221,1076
"AG-32",2012,172,108,108,"STW",1,0,4,NA,2012,1,3,"mittel",5000,16.2,54769,892876.116665895,1181
"C-20",2013,91,111,104,"STW",3,0,0,NA,2013,1,2,"günstig",5000,19.6,78086,2438862.4706415,468
"N-35",2011,261,101,112,"MFH",3,360,NA,NA,1927,0,4,"gehoben",1728,1.8,25626,1907600.12172209,1071
"AB-20",2010,230,109,110,"STW",1,0,3,NA,2010,1,3,"mittel",5000,19.6,38870,1343869.59670507,1564
"S-40",2015,154,107,107,"MFH",3,450,NA,NA,1860,0,4,"gehoben",268,6.6,50454,215927.546820021,175
"AD-36",2008,198,108,109,"STW",11,0,0,NA,2004,0,3,"mittel",5000,13.2,68862,1504262.99561071,1057
"O-31",2015,261,101,112,"STW",11,0,0,NA,2015,1,4,"gehoben",4120,3.8,57390,1570601.45956767,1205
"Q-35",2012,261,101,112,"STW",11,0,0,NA,2012,1,5,"hoch",463,1.2,53968,2259164.7824517,270
"B-21",2016,91,111,104,"EFH",3,430,NA,NA,NA,NA,2,"günstig",5000,19.8,34304,47183.4400132066,1508
"N-35",2014,261,101,112,"STW",3,0,0,NA,2010,0,4,"gehoben",1728,1.8,61640,2331027.14392543,1071
"R-43",2015,141,106,106,"MFH",1,750,NA,190,1921,0,4,"gehoben",622,9,47755,399934.42215235,845
"AH-23",2012,230,109,110,"STW",3,0,4,NA,1999,0,2,"günstig",5000,21.2,17528,2284303.4551345,1462
"L-22",2014,89,111,104,"STW",3,0,0,NA,2014,1,2,"günstig",5000,14.4,59058,2140347.59154101,450
"Z-34",2014,197,102,109,"EFH",1,580,5,160,1990,0,3,"mittel",5000,9.4,64029,2850877.81413749,296
"I-23",2008,86,111,104,"Land",3,130,NA,NA,NA,NA,2,"günstig",5000,13.8,1141,267.201758285286,1439
"AC-44",2009,157,107,107,"EFH",3,4580,NA,NA,NA,NA,3,"mittel",2349,16,48071,6655.10886232369,125
"AF-22",2008,230,109,110,"EFH",1,220,4,170,2008,1,3,"mittel",5000,20.4,39958,2615846.3064963,1496
"J-12",2010,70,111,103,"Land",3,830,NA,NA,NA,NA,1,"sehr günstig",5000,25.2,5528,1713.83198895387,1749
"R-37",2013,261,101,112,"MFH",11,850,NA,NA,1928,0,5,"hoch",270,3,75285,1252868.60760325,222
"T-30",2016,69,102,103,"EFH",11,350,6,90,1927,0,3,"mittel",5000,6.4,28465,620943.771596649,1238
"AK-45",2007,112,108,105,"STW",1,0,0,NA,NA,NA,2,"günstig",2752,22.8,60499,1780086.62270743,794
"T-18",2008,57,111,103,"EFH",1,340,6,120,2000,0,2,"günstig",5000,18.6,64181,2016594.81674305,1629
"N-13",2008,55,111,103,"Land",1,290,NA,NA,NA,NA,2,"günstig",5000,23.6,1162,1638.31050712371,1736
"F-30",2012,244,104,111,"EFH",1,500,5,100,1987,0,4,"gehoben",5000,10.6,27997,2031533.53414068,1229
"H-37",2013,242,104,111,"STW",1,0,0,NA,1962,0,4,"gehoben",5000,7.8,81834,1330952.4117409,1025
"F-46",2007,10,105,101,"EFH",1,130,2,70,1977,0,2,"günstig",5000,15,70103,1738354.39622554,756
"AI-13",2012,211,109,110,"EFH",3,680,5,190,2007,0,2,"günstig",5000,29,32809,625259.826563997,1747
"AB-7",2011,40,110,102,"Land",1,2180,NA,NA,NA,NA,2,"günstig",5000,32,4114,1276.962643206,1830
"V-31",2014,191,102,109,"STW",1,0,3,NA,1980,0,3,"mittel",5000,7,34754,2873961.93309734,329
"T-30",2010,69,102,103,"EFH",1,560,5,160,1934,0,4,"gehoben",5000,6.4,43254,492010.810378939,1238
